"시도(1)","시군구(1)","시점","항목","레벨01(1)",데이터
"대구","계","2020. 11","관용","승합",897
"대구","계","2020. 11","관용","화물",1389
"대구","계","2020. 11","관용","특수",122
"대구","계","2020. 11","자가용","승용",998269
"대구","계","2020. 11","자가용","승합",25674
"대구","계","2020. 11","자가용","화물",137642
"대구","계","2020. 11","자가용","특수",1442
"대구","계","2020. 11","영업용","승용",26027
"대구","계","2020. 11","영업용","승합",4013
"대구","계","2020. 11","영업용","화물",19110
"대구","계","2020. 11","영업용","특수",2033
"광주","계","2020. 11","관용","승용",823
"광주","계","2020. 11","관용","승합",595
"광주","계","2020. 11","관용","화물",717
"광주","계","2020. 11","관용","특수",80
"광주","계","2020. 11","자가용","승용",560443
"광주","계","2020. 11","자가용","승합",16962
"광주","계","2020. 11","자가용","화물",78414
"광주","계","2020. 11","자가용","특수",1058
"광주","계","2020. 11","영업용","승용",14668
"광주","계","2020. 11","영업용","승합",2419
"광주","계","2020. 11","영업용","화물",13409
"광주","계","2020. 11","영업용","특수",1824
"대전","계","2020. 11","관용","승용",671
"대전","계","2020. 11","관용","승합",532
"대전","계","2020. 11","관용","화물",636
"대전","계","2020. 11","관용","특수",77
"대전","계","2020. 11","자가용","승용",561396
"대전","계","2020. 11","자가용","승합",17515
"대전","계","2020. 11","자가용","화물",74222
"대전","계","2020. 11","자가용","특수",1065
"대전","계","2020. 11","영업용","승용",14048
"대전","계","2020. 11","영업용","승합",2159
"대전","계","2020. 11","영업용","화물",11597
"대전","계","2020. 11","영업용","특수",1643
"울산","계","2020. 11","관용","승용",696
"울산","계","2020. 11","관용","승합",446
"울산","계","2020. 11","관용","화물",640
"울산","계","2020. 11","관용","특수",43
"울산","계","2020. 11","자가용","승용",477244
"울산","계","2020. 11","자가용","승합",12191
"울산","계","2020. 11","자가용","화물",61182
"울산","계","2020. 11","자가용","특수",772
"울산","계","2020. 11","영업용","승용",8149
"울산","계","2020. 11","영업용","승합",1936
"울산","계","2020. 11","영업용","화물",9405
"울산","계","2020. 11","영업용","특수",2174
"경기","계","2020. 11","관용","승용",7321
"경기","계","2020. 11","관용","승합",4283
"경기","계","2020. 11","관용","화물",5604
"경기","계","2020. 11","관용","특수",558
"경기","계","2020. 11","자가용","승용",4868613
"경기","계","2020. 11","자가용","승합",168444
"경기","계","2020. 11","자가용","화물",688436
"경기","계","2020. 11","자가용","특수",9436
"경기","계","2020. 11","영업용","승용",71869
"경기","계","2020. 11","영업용","승합",32250
"경기","계","2020. 11","영업용","화물",116766
"경기","계","2020. 11","영업용","특수",11247
"세종","계","2020. 11","관용","승용",325
"세종","계","2020. 11","관용","승합",171
"세종","계","2020. 11","관용","화물",225
"세종","계","2020. 11","관용","특수",45
"세종","계","2020. 11","자가용","승용",151079
"세종","계","2020. 11","자가용","승합",3752
"세종","계","2020. 11","자가용","화물",14729
"세종","계","2020. 11","자가용","특수",260
"세종","계","2020. 11","영업용","승용",629
"세종","계","2020. 11","영업용","승합",421
"세종","계","2020. 11","영업용","화물",1621
"세종","계","2020. 11","영업용","특수",167
"강원","계","2020. 11","관용","승용",1868
"강원","계","2020. 11","관용","승합",1574
"강원","계","2020. 11","관용","화물",2470
"강원","계","2020. 11","관용","특수",181
"강원","계","2020. 11","자가용","승용",602490
"강원","계","2020. 11","자가용","승합",24074
"강원","계","2020. 11","자가용","화물",148148
"강원","계","2020. 11","자가용","특수",1692
"강원","계","2020. 11","영업용","승용",11688
"강원","계","2020. 11","영업용","승합",3156
"강원","계","2020. 11","영업용","화물",8538
"강원","계","2020. 11","영업용","특수",1716
"충북","계","2020. 11","관용","승용",1356
"충북","계","2020. 11","관용","승합",1017
"충북","계","2020. 11","관용","화물",1554
"충북","계","2020. 11","관용","특수",121
"충북","계","2020. 11","자가용","승용",654727
"충북","계","2020. 11","자가용","승합",24795
"충북","계","2020. 11","자가용","화물",142916
"충북","계","2020. 11","자가용","특수",1658
"충북","계","2020. 11","영업용","승용",15223
"충북","계","2020. 11","영업용","승합",3779
"충북","계","2020. 11","영업용","화물",14413
"충북","계","2020. 11","영업용","특수",2743
"충남","계","2020. 11","관용","승용",1896
"충남","계","2020. 11","관용","승합",1226
"충남","계","2020. 11","관용","화물",2357
"충남","계","2020. 11","관용","특수",268
"충남","계","2020. 11","자가용","승용",861599
"충남","계","2020. 11","자가용","승합",34911
"충남","계","2020. 11","자가용","화물",203868
"충남","계","2020. 11","자가용","특수",2146
"충남","계","2020. 11","영업용","승용",13426
"충남","계","2020. 11","영업용","승합",5330
"충남","계","2020. 11","영업용","화물",17845
"충남","계","2020. 11","영업용","특수",2981
"전북","계","2020. 11","관용","승용",1749
"전북","계","2020. 11","관용","승합",1320
"전북","계","2020. 11","관용","화물",2065
"전북","계","2020. 11","관용","특수",159
"전북","계","2020. 11","자가용","승용",703447
"전북","계","2020. 11","자가용","승합",27126
"전북","계","2020. 11","자가용","화물",169835
"전북","계","2020. 11","자가용","특수",1851
"전북","계","2020. 11","영업용","승용",18129
"전북","계","2020. 11","영업용","승합",4170
"전북","계","2020. 11","영업용","화물",15317
"전북","계","2020. 11","영업용","특수",2198
"전남","계","2020. 11","관용","승용",2176
"전남","계","2020. 11","관용","승합",1594
"전남","계","2020. 11","관용","화물",2454
"전남","계","2020. 11","관용","특수",180
"전남","계","2020. 11","자가용","승용",686072
"전남","계","2020. 11","자가용","승합",29962
"전남","계","2020. 11","자가용","화물",223065
"전남","계","2020. 11","자가용","특수",2481
"전남","계","2020. 11","영업용","승용",112129
"전남","계","2020. 11","영업용","승합",7721
"전남","계","2020. 11","영업용","화물",20266
"전남","계","2020. 11","영업용","특수",4852
"경북","계","2020. 11","관용","승용",2592
"경북","계","2020. 11","관용","승합",1761
"경북","계","2020. 11","관용","화물",2943
"경북","계","2020. 11","관용","특수",247
"경북","계","2020. 11","자가용","승용",1079836
"경북","계","2020. 11","자가용","승합",41022
"경북","계","2020. 11","자가용","화물",293088
"경북","계","2020. 11","자가용","특수",2874
"경북","계","2020. 11","영업용","승용",13896
"경북","계","2020. 11","영업용","승합",5380
"경북","계","2020. 11","영업용","화물",24128
"경북","계","2020. 11","영업용","특수",5029
"경남","계","2020. 11","관용","승용",2487
"경남","계","2020. 11","관용","승합",1895
"경남","계","2020. 11","관용","화물",2562
"경남","계","2020. 11","관용","특수",204
"경남","계","2020. 11","자가용","승용",1348340
"경남","계","2020. 11","자가용","승합",44313
"경남","계","2020. 11","자가용","화물",265052
"경남","계","2020. 11","자가용","특수",2958
"경남","계","2020. 11","영업용","승용",61498
"경남","계","2020. 11","영업용","승합",7297
"경남","계","2020. 11","영업용","화물",24989
"경남","계","2020. 11","영업용","특수",5478
"제주","계","2020. 11","관용","승용",847
"제주","계","2020. 11","관용","승합",492
"제주","계","2020. 11","관용","화물",1038
"제주","계","2020. 11","관용","특수",82
"제주","계","2020. 11","자가용","승용",291906
"제주","계","2020. 11","자가용","승합",11195
"제주","계","2020. 11","자가용","화물",76743
"제주","계","2020. 11","자가용","특수",691
"제주","계","2020. 11","영업용","승용",233125
"제주","계","2020. 11","영업용","승합",7357
"제주","계","2020. 11","영업용","화물",3702
"제주","계","2020. 11","영업용","특수",645
"서울","계","2020. 12","관용","승용",4607
"서울","계","2020. 12","관용","승합",3805
"서울","계","2020. 12","관용","화물",3937
"서울","계","2020. 12","관용","특수",374
"서울","계","2020. 12","자가용","승용",2582001
"서울","계","2020. 12","자가용","승합",87315
"서울","계","2020. 12","자가용","화물",267951
"서울","계","2020. 12","자가용","특수",3625
"서울","계","2020. 12","영업용","승용",125376
"서울","계","2020. 12","영업용","승합",15384
"서울","계","2020. 12","영업용","화물",58055
"서울","계","2020. 12","영업용","특수",4931
"부산","계","2020. 12","관용","승용",1671
"부산","계","2020. 12","관용","승합",1261
"부산","계","2020. 12","관용","화물",1588
"부산","계","2020. 12","관용","특수",138
"부산","계","2020. 12","자가용","승용",1103130
"부산","계","2020. 12","자가용","승합",34631
"부산","계","2020. 12","자가용","화물",151295
"부산","계","2020. 12","자가용","특수",1961
"부산","계","2020. 12","영업용","승용",84544
"부산","계","2020. 12","영업용","승합",6164
"부산","계","2020. 12","영업용","화물",33767
"부산","계","2020. 12","영업용","특수",8890
"대구","계","2020. 12","관용","승용",1002
"대구","계","2020. 12","관용","승합",893
"대구","계","2020. 12","관용","화물",1365
"대구","계","2020. 12","관용","특수",122
"대구","계","2020. 12","자가용","승용",1000105
"대구","계","2020. 12","자가용","승합",25605
"대구","계","2020. 12","자가용","화물",137478
"대구","계","2020. 12","자가용","특수",1486
"대구","계","2020. 12","영업용","승용",25968
"대구","계","2020. 12","영업용","승합",4003
"대구","계","2020. 12","영업용","화물",19136
"대구","계","2020. 12","영업용","특수",2033
"광주","계","2020. 12","관용","승용",829
"광주","계","2020. 12","관용","승합",597
"광주","계","2020. 12","관용","화물",711
"광주","계","2020. 12","관용","특수",80
"광주","계","2020. 12","자가용","승용",561016
"광주","계","2020. 12","자가용","승합",16934
"광주","계","2020. 12","자가용","화물",78289
"광주","계","2020. 12","자가용","특수",1084
"광주","계","2020. 12","영업용","승용",14521
"광주","계","2020. 12","영업용","승합",2409
"광주","계","2020. 12","영업용","화물",13444
"광주","계","2020. 12","영업용","특수",1826
"대전","계","2020. 12","관용","승용",653
"대전","계","2020. 12","관용","승합",536
"대전","계","2020. 12","관용","화물",634
"대전","계","2020. 12","관용","특수",76
"대전","계","2020. 12","자가용","승용",562220
"대전","계","2020. 12","자가용","승합",17560
"대전","계","2020. 12","자가용","화물",74217
"대전","계","2020. 12","자가용","특수",1080
"대전","계","2020. 12","영업용","승용",14033
"대전","계","2020. 12","영업용","승합",2166
"대전","계","2020. 12","영업용","화물",11608
"대전","계","2020. 12","영업용","특수",1646
"울산","계","2020. 12","관용","승용",703
"울산","계","2020. 12","관용","승합",452
"울산","계","2020. 12","관용","화물",639
"울산","계","2020. 12","관용","특수",44
"울산","계","2020. 12","자가용","승용",478098
"울산","계","2020. 12","자가용","승합",12148
"울산","계","2020. 12","자가용","화물",61146
"울산","계","2020. 12","자가용","특수",786
"울산","계","2020. 12","영업용","승용",8158
"울산","계","2020. 12","영업용","승합",1927
"울산","계","2020. 12","영업용","화물",9428
"울산","계","2020. 12","영업용","특수",2171
"경기","계","2020. 12","관용","승용",7306
"경기","계","2020. 12","관용","승합",4263
"경기","계","2020. 12","관용","화물",5585
"경기","계","2020. 12","관용","특수",558
"경기","계","2020. 12","자가용","승용",4887915
"경기","계","2020. 12","자가용","승합",168018
"경기","계","2020. 12","자가용","화물",688478
"경기","계","2020. 12","자가용","특수",9714
"경기","계","2020. 12","영업용","승용",71468
"경기","계","2020. 12","영업용","승합",32250
"경기","계","2020. 12","영업용","화물",117289
"경기","계","2020. 12","영업용","특수",11282
"세종","계","2020. 12","관용","승용",325
"세종","계","2020. 12","관용","승합",176
"세종","계","2020. 12","관용","화물",225
"세종","계","2020. 12","관용","특수",46
"세종","계","2020. 12","자가용","승용",152377
"세종","계","2020. 12","자가용","승합",3740
"세종","계","2020. 12","자가용","화물",14741
"세종","계","2020. 12","자가용","특수",269
"세종","계","2020. 12","영업용","승용",628
"세종","계","2020. 12","영업용","승합",428
"세종","계","2020. 12","영업용","화물",1622
"세종","계","2020. 12","영업용","특수",165
"강원","계","2020. 12","관용","승용",1864
"강원","계","2020. 12","관용","승합",1570
"강원","계","2020. 12","관용","화물",2465
"강원","계","2020. 12","관용","특수",185
"강원","계","2020. 12","자가용","승용",603797
"강원","계","2020. 12","자가용","승합",23995
"강원","계","2020. 12","자가용","화물",148279
"강원","계","2020. 12","자가용","특수",1744
"강원","계","2020. 12","영업용","승용",11716
"강원","계","2020. 12","영업용","승합",3158
"강원","계","2020. 12","영업용","화물",8603
"강원","계","2020. 12","영업용","특수",1723
"충북","계","2020. 12","관용","승용",1362
"충북","계","2020. 12","관용","승합",1021
"충북","계","2020. 12","관용","화물",1545
"충북","계","2020. 12","관용","특수",120
"충북","계","2020. 12","자가용","승용",656498
"충북","계","2020. 12","자가용","승합",24676
"충북","계","2020. 12","자가용","화물",142678
"충북","계","2020. 12","자가용","특수",1717
"충북","계","2020. 12","영업용","승용",15050
"충북","계","2020. 12","영업용","승합",3766
"충북","계","2020. 12","영업용","화물",14450
"충북","계","2020. 12","영업용","특수",2737
"충남","계","2020. 12","관용","승용",1910
"충남","계","2020. 12","관용","승합",1227
"충남","계","2020. 12","관용","화물",2347
"충남","계","2020. 12","관용","특수",270
"충남","계","2020. 12","자가용","승용",863739
"충남","계","2020. 12","자가용","승합",34773
"충남","계","2020. 12","자가용","화물",203683
"충남","계","2020. 12","자가용","특수",2207
"충남","계","2020. 12","영업용","승용",13471
"충남","계","2020. 12","영업용","승합",5331
"충남","계","2020. 12","영업용","화물",17909
"충남","계","2020. 12","영업용","특수",2978
"전북","계","2020. 12","관용","승용",1749
"전북","계","2020. 12","관용","승합",1324
"전북","계","2020. 12","관용","화물",2056
"전북","계","2020. 12","관용","특수",161
"전북","계","2020. 12","자가용","승용",704687
"전북","계","2020. 12","자가용","승합",27031
"전북","계","2020. 12","자가용","화물",169624
"전북","계","2020. 12","자가용","특수",1879
"전북","계","2020. 12","영업용","승용",17888
"전북","계","2020. 12","영업용","승합",4165
"전북","계","2020. 12","영업용","화물",15378
"전북","계","2020. 12","영업용","특수",2205
"전남","계","2020. 12","관용","승용",2159
"전남","계","2020. 12","관용","승합",1598
"전남","계","2020. 12","관용","화물",2428
"전남","계","2020. 12","관용","특수",182
"전남","계","2020. 12","자가용","승용",688393
"전남","계","2020. 12","자가용","승합",29905
"전남","계","2020. 12","자가용","화물",223291
"전남","계","2020. 12","자가용","특수",2560
"전남","계","2020. 12","영업용","승용",116487
"전남","계","2020. 12","영업용","승합",7759
"전남","계","2020. 12","영업용","화물",20258
"전남","계","2020. 12","영업용","특수",4874
"경북","계","2020. 12","관용","승용",2601
"경북","계","2020. 12","관용","승합",1768
"경북","계","2020. 12","관용","화물",2946
"경북","계","2020. 12","관용","특수",248
"경북","계","2020. 12","자가용","승용",1082408
"경북","계","2020. 12","자가용","승합",40958
"경북","계","2020. 12","자가용","화물",293101
"경북","계","2020. 12","자가용","특수",2944
"경북","계","2020. 12","영업용","승용",13837
"경북","계","2020. 12","영업용","승합",5357
"경북","계","2020. 12","영업용","화물",24183
"경북","계","2020. 12","영업용","특수",5038
"경남","계","2020. 12","관용","승용",2464
"경남","계","2020. 12","관용","승합",1912
"경남","계","2020. 12","관용","화물",2574
"경남","계","2020. 12","관용","특수",204
"경남","계","2020. 12","자가용","승용",1351899
"경남","계","2020. 12","자가용","승합",44257
"경남","계","2020. 12","자가용","화물",264898
"경남","계","2020. 12","자가용","특수",3040
"경남","계","2020. 12","영업용","승용",78626
"경남","계","2020. 12","영업용","승합",7443
"경남","계","2020. 12","영업용","화물",25072
"경남","계","2020. 12","영업용","특수",5478
"제주","계","2020. 12","관용","승용",845
"제주","계","2020. 12","관용","승합",487
"제주","계","2020. 12","관용","화물",1035
"제주","계","2020. 12","관용","특수",81
"제주","계","2020. 12","자가용","승용",293193
"제주","계","2020. 12","자가용","승합",11179
"제주","계","2020. 12","자가용","화물",76857
"제주","계","2020. 12","자가용","특수",691
"제주","계","2020. 12","영업용","승용",219455
"제주","계","2020. 12","영업용","승합",7178
"제주","계","2020. 12","영업용","화물",3696
"제주","계","2020. 12","영업용","특수",645
